Category name,total questions,correct questions,Performance,Job Profile Name,User name,correctness
SQL and Query Optimization,7,8,can't predict,Full Stack Developer,jefforson,114.29
Database Management,10,10,Excellent,Data Analyst,lara,100.0
Programming Skills,2,6,can't predict,Cybersecurity Analyst,andrew,300.0
Database Management Systems,8,4,Average,Database Administrator,jefforson,50.0
Database Management,7,5,Good,Artificial Intelligence (AI) Engineer,jefforson,71.43
Version Control/Git,1,5,can't predict,Cybersecurity Analyst,lara,500.0
Data Handling,4,1,Very Poor,Full Stack Developer,jefforson,25.0
Domain Knowledge,7,7,Excellent,Database Administrator,robin,100.0
Programming Skills,9,2,Very Poor,Full Stack Developer,jefforson,22.22
"APIs (RESTful, GraphQL)",3,0,Needs Improvement,Full Stack Developer,jefforson,0.0
Machine Learning,8,7,Very Good,Data Analyst,lara,87.5
"APIs (RESTful, GraphQL)",8,6,Good,Cybersecurity Analyst,robin,75.0
Statistical Knowledge,1,7,can't predict,Database Administrator,andrew,700.0
Data Visualization,10,3,Poor,Database Administrator,jefforson,30.0
Programming Skills,10,6,Above Average,Full Stack Developer,john,60.0
Database Knowledge,5,9,can't predict,Data Analyst,robin,180.0
Front-end Technologies,4,3,Good,Data Analyst,andrew,75.0
Knowledge of Security Tools,2,7,can't predict,Cybersecurity Analyst,robin,350.0
Statistical Knowledge,8,4,Average,Data Analyst,andrew,50.0
Attention to Detail,5,2,Below Average,Database Administrator,jefforson,40.0
Domain Knowledge,5,4,Very Good,Data Analyst,lara,80.0
Scripting and Automation,2,1,Average,Cybersecurity Analyst,andrew,50.0
Deep Learning,7,1,Extremely Poor,Full Stack Developer,robin,14.29
Back-end Technologies,9,2,Very Poor,Data Analyst,jefforson,22.22
"APIs (RESTful, GraphQL)",6,7,can't predict,Full Stack Developer,lara,116.67
Cyber Threat Intelligence,1,6,can't predict,Cybersecurity Analyst,john,600.0
Analytical Skills,3,9,can't predict,Data Analyst,robin,300.0
Statistical Knowledge,3,7,can't predict,Artificial Intelligence (AI) Engineer,john,233.33
Data Handling,2,9,can't predict,Data Analyst,andrew,450.0
Database Security,10,0,Needs Improvement,Full Stack Developer,andrew,0.0
Critical Thinking,2,6,can't predict,Cybersecurity Analyst,robin,300.0
Cyber Threat Intelligence,1,4,can't predict,Data Analyst,andrew,400.0
Programming skills,7,4,Average,Data Analyst,lara,57.14
Back-end Technologies,1,8,can't predict,Artificial Intelligence (AI) Engineer,andrew,800.0
Algorithm Development,9,9,Excellent,Full Stack Developer,andrew,100.0
Analytical Skills,2,3,can't predict,Full Stack Developer,andrew,150.0
Database Knowledge,4,2,Average,Data Analyst,jefforson,50.0
Domain Knowledge,5,3,Above Average,Full Stack Developer,john,60.0
Risk Assessment and Management,1,6,can't predict,Cybersecurity Analyst,john,600.0
Analytical Skills,5,1,Very Poor,Database Administrator,lara,20.0
Algorithm Development,6,5,Very Good,Full Stack Developer,andrew,83.33
Back-end Technologies,7,6,Very Good,Cybersecurity Analyst,andrew,85.71
Programming Skills,10,7,Good,Full Stack Developer,robin,70.0
Mathematics and Statistics.,3,9,can't predict,Artificial Intelligence (AI) Engineer,jefforson,300.0
Mathematics and Statistics.,4,8,can't predict,Data Analyst,robin,200.0
Back-end Technologies,6,4,Above Average,Data Analyst,andrew,66.67
Front-end Technologies,3,4,can't predict,Data Analyst,john,133.33
Machine Learning,1,7,can't predict,Full Stack Developer,robin,700.0
Database Management,9,4,Below Average,Full Stack Developer,jefforson,44.44
Database Management,10,7,Good,Full Stack Developer,john,70.0
Programming Skills,1,4,can't predict,Database Administrator,andrew,400.0
Security Policies and Compliance,5,5,Excellent,Data Analyst,andrew,100.0
Data Visualization,7,7,Excellent,Full Stack Developer,andrew,100.0
Performance Tuning,1,0,Needs Improvement,Full Stack Developer,jefforson,0.0
Mathematics and Statistics.,7,5,Good,Cybersecurity Analyst,john,71.43
Troubleshooting and Problem-Solving,8,1,Extremely Poor,Artificial Intelligence (AI) Engineer,andrew,12.5
Web Development Tools,2,7,can't predict,Database Administrator,jefforson,350.0
Front-end Technologies,1,3,can't predict,Database Administrator,lara,300.0
Back-end Technologies,5,7,can't predict,Full Stack Developer,john,140.0
Domain Knowledge,8,7,Very Good,Database Administrator,lara,87.5
Understanding of Security Tools,6,5,Very Good,Full Stack Developer,jefforson,83.33
Understanding of Security Tools,5,5,Excellent,Full Stack Developer,robin,100.0
Troubleshooting and Problem-Solving,3,5,can't predict,Database Administrator,lara,166.67
Programming skills,10,0,Needs Improvement,Data Analyst,jefforson,0.0
Database Management,9,8,Very Good,Full Stack Developer,john,88.89
Performance Tuning,6,3,Average,Data Analyst,john,50.0
Domain Knowledge,10,0,Needs Improvement,Database Administrator,jefforson,0.0
Domain Knowledge,1,7,can't predict,Data Analyst,jefforson,700.0
Backup and Recovery,5,8,can't predict,Cybersecurity Analyst,andrew,160.0
Networking Skills,8,1,Extremely Poor,Artificial Intelligence (AI) Engineer,andrew,12.5
Algorithm Development,5,1,Very Poor,Artificial Intelligence (AI) Engineer,john,20.0
"APIs (RESTful, GraphQL)",8,10,can't predict,Data Analyst,robin,125.0
Data Modeling and Design,10,7,Good,Artificial Intelligence (AI) Engineer,robin,70.0
Troubleshooting and Problem-Solving,5,2,Below Average,Data Analyst,andrew,40.0
Natural Language Processing ,9,1,Extremely Poor,Artificial Intelligence (AI) Engineer,jefforson,11.11
Domain Knowledge,3,5,can't predict,Artificial Intelligence (AI) Engineer,john,166.67
Database Security,10,5,Average,Full Stack Developer,jefforson,50.0
Cyber Threat Intelligence,7,6,Very Good,Artificial Intelligence (AI) Engineer,jefforson,85.71
Mathematics and Statistics.,1,4,can't predict,Artificial Intelligence (AI) Engineer,andrew,400.0
Database Knowledge,3,7,can't predict,Full Stack Developer,jefforson,233.33
Data Handling,3,4,can't predict,Database Administrator,john,133.33
Front-end Technologies,1,8,can't predict,Full Stack Developer,robin,800.0
Machine Learning,5,6,can't predict,Data Analyst,jefforson,120.0
Version Control/Git,6,1,Extremely Poor,Database Administrator,andrew,16.67
Database Security,6,6,Excellent,Database Administrator,andrew,100.0
Programming skills,3,3,Excellent,Artificial Intelligence (AI) Engineer,andrew,100.0
Database Knowledge,2,10,can't predict,Database Administrator,john,500.0
Database Management,7,6,Very Good,Data Analyst,jefforson,85.71
Version Control/Git,1,0,Needs Improvement,Cybersecurity Analyst,john,0.0
Data Modeling and Design,3,0,Needs Improvement,Artificial Intelligence (AI) Engineer,andrew,0.0
Attention to Detail,3,6,can't predict,Database Administrator,lara,200.0
Security Policies and Compliance,4,5,can't predict,Full Stack Developer,jefforson,125.0
Back-end Technologies,3,8,can't predict,Full Stack Developer,john,266.67
Security Policies and Compliance,7,10,can't predict,Cybersecurity Analyst,jefforson,142.86
"APIs (RESTful, GraphQL)",2,9,can't predict,Cybersecurity Analyst,andrew,450.0
Programming Skills,9,7,Good,Data Analyst,jefforson,77.78
Data Handling,7,0,Needs Improvement,Artificial Intelligence (AI) Engineer,jefforson,0.0
"APIs (RESTful, GraphQL)",3,6,can't predict,Database Administrator,lara,200.0
Domain Knowledge,2,7,can't predict,Database Administrator,robin,350.0
Data Handling,2,5,can't predict,Full Stack Developer,andrew,250.0
Database Management,3,7,can't predict,Data Analyst,andrew,233.33
Data Modeling and Design,5,8,can't predict,Data Analyst,lara,160.0
Statistical Knowledge,6,9,can't predict,Data Analyst,jefforson,150.0
Programming skills,4,3,Good,Data Analyst,jefforson,75.0
Security Policies and Compliance,9,10,can't predict,Full Stack Developer,jefforson,111.11
Data Visualization,5,10,can't predict,Data Analyst,andrew,200.0
Knowledge of Security Tools,8,10,can't predict,Full Stack Developer,john,125.0
Web Development Tools,6,5,Very Good,Artificial Intelligence (AI) Engineer,jefforson,83.33
Understanding of Security Tools,5,4,Very Good,Data Analyst,jefforson,80.0
Data Handling,8,7,Very Good,Database Administrator,andrew,87.5
Data Visualization,4,6,can't predict,Cybersecurity Analyst,lara,150.0
Programming Skills,3,8,can't predict,Artificial Intelligence (AI) Engineer,john,266.67
Critical Thinking,9,3,Poor,Full Stack Developer,lara,33.33
Domain Knowledge,3,7,can't predict,Cybersecurity Analyst,john,233.33
Web Development Tools,6,6,Excellent,Database Administrator,john,100.0
SQL and Query Optimization,6,4,Above Average,Data Analyst,lara,66.67
Data Visualization,5,7,can't predict,Data Analyst,robin,140.0
Statistical Knowledge,6,5,Very Good,Data Analyst,robin,83.33
Version Control/Git,10,1,Extremely Poor,Database Administrator,lara,10.0
Data Visualization,7,2,Very Poor,Artificial Intelligence (AI) Engineer,lara,28.57
Data Modeling and Design,2,3,can't predict,Artificial Intelligence (AI) Engineer,john,150.0
Critical Thinking,9,2,Very Poor,Cybersecurity Analyst,andrew,22.22
Programming Skills,6,3,Average,Artificial Intelligence (AI) Engineer,jefforson,50.0
Performance Tuning,9,3,Poor,Cybersecurity Analyst,jefforson,33.33
Database Knowledge,8,1,Extremely Poor,Full Stack Developer,lara,12.5
Database Management,6,6,Excellent,Full Stack Developer,jefforson,100.0
Database Management,3,6,can't predict,Artificial Intelligence (AI) Engineer,john,200.0
Critical Thinking,4,10,can't predict,Data Analyst,john,250.0
Database Management,8,0,Needs Improvement,Data Analyst,jefforson,0.0
Programming Skills,2,5,can't predict,Data Analyst,jefforson,250.0
Statistical Knowledge,10,9,Excellent,Full Stack Developer,andrew,90.0
Security Tools,9,9,Excellent,Database Administrator,robin,100.0
Critical Thinking,9,9,Excellent,Data Analyst,andrew,100.0
Domain Knowledge,8,2,Very Poor,Data Analyst,robin,25.0
Data Modeling and Design,1,0,Needs Improvement,Data Analyst,robin,0.0
Mathematics and Statistics.,8,2,Very Poor,Artificial Intelligence (AI) Engineer,john,25.0
Analytical Skills,8,6,Good,Cybersecurity Analyst,jefforson,75.0
Front-end Technologies,9,7,Good,Full Stack Developer,lara,77.78
Natural Language Processing ,3,1,Poor,Full Stack Developer,jefforson,33.33
Risk Assessment and Management,10,9,Excellent,Full Stack Developer,robin,90.0
Data Visualization,5,4,Very Good,Artificial Intelligence (AI) Engineer,andrew,80.0
Database Security,2,0,Needs Improvement,Data Analyst,jefforson,0.0
Web Development Tools,9,5,Average,Data Analyst,robin,55.56
Front-end Technologies,8,8,Excellent,Database Administrator,jefforson,100.0
Troubleshooting and Problem-Solving,9,6,Above Average,Data Analyst,andrew,66.67
Troubleshooting and Problem-Solving,6,5,Very Good,Data Analyst,lara,83.33
Security Policies and Compliance,4,6,can't predict,Database Administrator,robin,150.0
Mathematics and Statistics.,1,0,Needs Improvement,Full Stack Developer,robin,0.0
Attention to Detail,10,6,Above Average,Database Administrator,jefforson,60.0
Database Knowledge,7,0,Needs Improvement,Data Analyst,john,0.0
Version Control/Git,5,0,Needs Improvement,Data Analyst,jefforson,0.0
Web Development Tools,8,8,Excellent,Data Analyst,andrew,100.0
Analytical Skills,6,6,Excellent,Full Stack Developer,andrew,100.0
Mathematics and Statistics.,7,8,can't predict,Database Administrator,lara,114.29
Data Visualization,2,8,can't predict,Full Stack Developer,andrew,400.0
"APIs (RESTful, GraphQL)",6,8,can't predict,Data Analyst,jefforson,133.33
Domain Knowledge,8,2,Very Poor,Database Administrator,lara,25.0
Front-end Technologies,4,2,Average,Database Administrator,robin,50.0
Data Modeling and Design,1,10,can't predict,Database Administrator,andrew,1000.0
Attention to Detail,2,1,Average,Full Stack Developer,andrew,50.0
"APIs (RESTful, GraphQL)",6,7,can't predict,Data Analyst,robin,116.67
Back-end Technologies,6,6,Excellent,Full Stack Developer,jefforson,100.0
Scripting and Automation,6,9,can't predict,Database Administrator,john,150.0
Database Knowledge,6,2,Poor,Full Stack Developer,lara,33.33
Performance Tuning,6,1,Extremely Poor,Database Administrator,lara,16.67
Database Management,6,9,can't predict,Cybersecurity Analyst,jefforson,150.0
Domain Knowledge,1,6,can't predict,Data Analyst,robin,600.0
Web Development Tools,10,8,Very Good,Database Administrator,john,80.0
Front-end Technologies,10,3,Poor,Data Analyst,john,30.0
Data Visualization,1,4,can't predict,Full Stack Developer,lara,400.0
Domain Knowledge,3,9,can't predict,Database Administrator,andrew,300.0
Web Development Tools,6,0,Needs Improvement,Data Analyst,jefforson,0.0
Cyber Threat Intelligence,5,1,Very Poor,Data Analyst,lara,20.0
Troubleshooting and Problem-Solving,1,10,can't predict,Artificial Intelligence (AI) Engineer,andrew,1000.0
Front-end Technologies,6,3,Average,Data Analyst,robin,50.0
Domain Knowledge,7,3,Below Average,Data Analyst,robin,42.86
Version Control/Git,8,10,can't predict,Artificial Intelligence (AI) Engineer,john,125.0
Algorithm Development,1,4,can't predict,Artificial Intelligence (AI) Engineer,robin,400.0
Problem-Solving Abilities,7,10,can't predict,Database Administrator,lara,142.86
Scripting and Automation,5,8,can't predict,Database Administrator,jefforson,160.0
Back-end Technologies,9,4,Below Average,Data Analyst,jefforson,44.44
Critical Thinking,7,4,Average,Artificial Intelligence (AI) Engineer,andrew,57.14
Understanding of Security Tools,9,6,Above Average,Artificial Intelligence (AI) Engineer,andrew,66.67
Troubleshooting and Problem-Solving,9,4,Below Average,Database Administrator,jefforson,44.44
Data Handling,10,7,Good,Cybersecurity Analyst,andrew,70.0
Analytical Skills,3,7,can't predict,Full Stack Developer,andrew,233.33
Natural Language Processing ,5,1,Very Poor,Data Analyst,lara,20.0
Data Visualization,9,8,Very Good,Data Analyst,andrew,88.89
Version Control/Git,2,5,can't predict,Database Administrator,jefforson,250.0
Data Visualization,5,5,Excellent,Data Analyst,lara,100.0
Troubleshooting and Problem-Solving,9,0,Needs Improvement,Artificial Intelligence (AI) Engineer,jefforson,0.0
Data Modeling and Design,5,10,can't predict,Data Analyst,andrew,200.0
Data Modeling and Design,1,3,can't predict,Cybersecurity Analyst,andrew,300.0
Risk Assessment and Management,4,1,Very Poor,Full Stack Developer,andrew,25.0
Front-end Technologies,1,4,can't predict,Data Analyst,robin,400.0
Deep Learning,8,5,Above Average,Cybersecurity Analyst,jefforson,62.5
Security Policies and Compliance,4,0,Needs Improvement,Cybersecurity Analyst,jefforson,0.0
Deep Learning,10,2,Very Poor,Full Stack Developer,andrew,20.0
"APIs (RESTful, GraphQL)",3,0,Needs Improvement,Data Analyst,jefforson,0.0
Domain Knowledge,2,6,can't predict,Data Analyst,andrew,300.0
"APIs (RESTful, GraphQL)",9,10,can't predict,Artificial Intelligence (AI) Engineer,andrew,111.11
Web Development Tools,10,9,Excellent,Database Administrator,john,90.0
Database Management Systems,2,9,can't predict,Database Administrator,jefforson,450.0
Web Development Tools,9,10,can't predict,Data Analyst,jefforson,111.11
Knowledge of Security Tools,6,1,Extremely Poor,Data Analyst,john,16.67
Algorithm Development,5,1,Very Poor,Data Analyst,robin,20.0
Troubleshooting and Problem-Solving,5,5,Excellent,Artificial Intelligence (AI) Engineer,andrew,100.0
Programming skills,1,2,can't predict,Data Analyst,andrew,200.0
Data Visualization,9,10,can't predict,Full Stack Developer,robin,111.11
Database Security,2,7,can't predict,Data Analyst,andrew,350.0
Natural Language Processing ,3,5,can't predict,Artificial Intelligence (AI) Engineer,jefforson,166.67
Data Visualization,1,5,can't predict,Data Analyst,jefforson,500.0
Natural Language Processing ,5,5,Excellent,Full Stack Developer,robin,100.0
Critical Thinking,5,10,can't predict,Data Analyst,jefforson,200.0
Analytical Skills,5,7,can't predict,Data Analyst,jefforson,140.0
Attention to Detail,9,3,Poor,Full Stack Developer,lara,33.33
Deep Learning,6,8,can't predict,Artificial Intelligence (AI) Engineer,jefforson,133.33
Version Control/Git,5,7,can't predict,Database Administrator,lara,140.0
Natural Language Processing ,1,0,Needs Improvement,Cybersecurity Analyst,jefforson,0.0
Performance Tuning,9,10,can't predict,Full Stack Developer,andrew,111.11
Critical Thinking,3,3,Excellent,Data Analyst,lara,100.0
Programming Skills,5,4,Very Good,Cybersecurity Analyst,jefforson,80.0
Networking Skills,5,6,can't predict,Cybersecurity Analyst,robin,120.0
Data Visualization,3,3,Excellent,Cybersecurity Analyst,robin,100.0
Data Visualization,6,8,can't predict,Database Administrator,jefforson,133.33
Knowledge of Security Tools,8,6,Good,Data Analyst,lara,75.0
Critical Thinking,2,3,can't predict,Full Stack Developer,andrew,150.0
Front-end Technologies,8,2,Very Poor,Artificial Intelligence (AI) Engineer,jefforson,25.0
Domain Knowledge,7,7,Excellent,Database Administrator,jefforson,100.0
Database Management,6,3,Average,Data Analyst,lara,50.0
Cyber Threat Intelligence,6,7,can't predict,Cybersecurity Analyst,lara,116.67
Domain Knowledge,8,5,Above Average,Full Stack Developer,jefforson,62.5
Critical Thinking,8,1,Extremely Poor,Database Administrator,lara,12.5
Natural Language Processing ,4,7,can't predict,Data Analyst,john,175.0
Programming Skills,8,6,Good,Artificial Intelligence (AI) Engineer,andrew,75.0
Data Modeling and Design,7,8,can't predict,Full Stack Developer,andrew,114.29
Domain Knowledge,5,8,can't predict,Full Stack Developer,robin,160.0
Data Modeling and Design,8,9,can't predict,Artificial Intelligence (AI) Engineer,andrew,112.5
Version Control/Git,7,5,Good,Cybersecurity Analyst,john,71.43
Domain Knowledge,2,6,can't predict,Full Stack Developer,robin,300.0
"APIs (RESTful, GraphQL)",2,9,can't predict,Data Analyst,robin,450.0
SQL and Query Optimization,7,5,Good,Data Analyst,john,71.43
Analytical Skills,2,5,can't predict,Artificial Intelligence (AI) Engineer,jefforson,250.0
Critical Thinking,9,9,Excellent,Artificial Intelligence (AI) Engineer,andrew,100.0
Back-end Technologies,5,10,can't predict,Full Stack Developer,robin,200.0
Deep Learning,8,2,Very Poor,Full Stack Developer,john,25.0
"APIs (RESTful, GraphQL)",7,1,Extremely Poor,Artificial Intelligence (AI) Engineer,lara,14.29
Security Policies and Compliance,7,7,Excellent,Full Stack Developer,jefforson,100.0
Programming Skills,4,8,can't predict,Full Stack Developer,john,200.0
Web Development Tools,2,8,can't predict,Data Analyst,jefforson,400.0
Web Development Tools,9,1,Extremely Poor,Data Analyst,jefforson,11.11
Attention to Detail,3,8,can't predict,Data Analyst,andrew,266.67
Natural Language Processing ,1,4,can't predict,Database Administrator,jefforson,400.0
Performance Tuning,10,4,Below Average,Database Administrator,robin,40.0
Scripting and Automation,3,8,can't predict,Artificial Intelligence (AI) Engineer,lara,266.67
Version Control/Git,6,0,Needs Improvement,Cybersecurity Analyst,john,0.0
Backup and Recovery,1,4,can't predict,Full Stack Developer,lara,400.0
Data Handling,10,0,Needs Improvement,Full Stack Developer,john,0.0
Database Knowledge,10,7,Good,Artificial Intelligence (AI) Engineer,andrew,70.0
SQL and Query Optimization,7,1,Extremely Poor,Full Stack Developer,robin,14.29
Domain Knowledge,2,9,can't predict,Cybersecurity Analyst,jefforson,450.0
Database Management,8,4,Average,Data Analyst,andrew,50.0
Data Handling,7,7,Excellent,Artificial Intelligence (AI) Engineer,andrew,100.0
Performance Tuning,7,10,can't predict,Database Administrator,andrew,142.86
Attention to Detail,7,6,Very Good,Database Administrator,john,85.71
Understanding of Security Tools,8,8,Excellent,Database Administrator,andrew,100.0
Database Knowledge,7,7,Excellent,Cybersecurity Analyst,lara,100.0
Database Management,1,9,can't predict,Data Analyst,andrew,900.0
Data Visualization,1,8,can't predict,Full Stack Developer,lara,800.0
Domain Knowledge,1,1,Excellent,Full Stack Developer,lara,100.0
Domain Knowledge,8,8,Excellent,Data Analyst,jefforson,100.0
Data Visualization,2,3,can't predict,Artificial Intelligence (AI) Engineer,robin,150.0
Data Visualization,2,3,can't predict,Database Administrator,lara,150.0
Attention to Detail,9,9,Excellent,Artificial Intelligence (AI) Engineer,jefforson,100.0
SQL and Query Optimization,2,7,can't predict,Database Administrator,andrew,350.0
Front-end Technologies,9,5,Average,Data Analyst,jefforson,55.56
Troubleshooting and Problem-Solving,3,7,can't predict,Artificial Intelligence (AI) Engineer,andrew,233.33
Data Modeling and Design,6,5,Very Good,Artificial Intelligence (AI) Engineer,jefforson,83.33
Back-end Technologies,3,10,can't predict,Database Administrator,jefforson,333.33
Database Management,3,7,can't predict,Database Administrator,robin,233.33
Web Development Tools,5,8,can't predict,Artificial Intelligence (AI) Engineer,andrew,160.0
"APIs (RESTful, GraphQL)",9,10,can't predict,Artificial Intelligence (AI) Engineer,jefforson,111.11
Domain Knowledge,6,8,can't predict,Database Administrator,jefforson,133.33
Database Management,1,3,can't predict,Artificial Intelligence (AI) Engineer,andrew,300.0
Back-end Technologies,8,10,can't predict,Full Stack Developer,lara,125.0
Domain Knowledge,8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,robin,0.0
Version Control/Git,10,7,Good,Data Analyst,jefforson,70.0
Database Management,8,9,can't predict,Data Analyst,robin,112.5
Database Knowledge,4,1,Very Poor,Cybersecurity Analyst,jefforson,25.0
Data Visualization,8,9,can't predict,Full Stack Developer,jefforson,112.5
Backup and Recovery,5,7,can't predict,Data Analyst,john,140.0
Data Visualization,3,9,can't predict,Full Stack Developer,andrew,300.0
Troubleshooting and Problem-Solving,10,1,Extremely Poor,Database Administrator,robin,10.0
Domain Knowledge,3,8,can't predict,Cybersecurity Analyst,lara,266.67
Algorithm Development,2,5,can't predict,Full Stack Developer,robin,250.0
Database Management Systems,9,8,Very Good,Database Administrator,john,88.89
Cyber Threat Intelligence,10,1,Extremely Poor,Full Stack Developer,john,10.0
Database Management,4,7,can't predict,Full Stack Developer,jefforson,175.0
Performance Tuning,2,7,can't predict,Data Analyst,robin,350.0
Problem-Solving Abilities,1,3,can't predict,Data Analyst,robin,300.0
"APIs (RESTful, GraphQL)",10,5,Average,Database Administrator,jefforson,50.0
Critical Thinking,8,0,Needs Improvement,Data Analyst,andrew,0.0
Analytical Skills,7,10,can't predict,Database Administrator,lara,142.86
Natural Language Processing ,3,7,can't predict,Full Stack Developer,jefforson,233.33
Back-end Technologies,3,10,can't predict,Artificial Intelligence (AI) Engineer,robin,333.33
Front-end Technologies,1,4,can't predict,Data Analyst,andrew,400.0
Networking Skills,9,0,Needs Improvement,Artificial Intelligence (AI) Engineer,jefforson,0.0
SQL and Query Optimization,6,10,can't predict,Artificial Intelligence (AI) Engineer,lara,166.67
Database Security,5,5,Excellent,Database Administrator,john,100.0
Domain Knowledge,9,9,Excellent,Data Analyst,andrew,100.0
Back-end Technologies,1,9,can't predict,Data Analyst,andrew,900.0
Networking Skills,6,0,Needs Improvement,Data Analyst,john,0.0
Database Management,7,5,Good,Data Analyst,lara,71.43
Web Development Tools,9,0,Needs Improvement,Database Administrator,andrew,0.0
Database Security,3,7,can't predict,Cybersecurity Analyst,lara,233.33
Data Handling,7,5,Good,Data Analyst,john,71.43
Domain Knowledge,1,4,can't predict,Data Analyst,jefforson,400.0
Knowledge of Security Tools,2,5,can't predict,Data Analyst,andrew,250.0
Data Handling,9,1,Extremely Poor,Data Analyst,jefforson,11.11
Backup and Recovery,4,2,Average,Artificial Intelligence (AI) Engineer,andrew,50.0
Version Control/Git,4,9,can't predict,Cybersecurity Analyst,lara,225.0
Domain Knowledge,3,0,Needs Improvement,Data Analyst,lara,0.0
Version Control/Git,9,4,Below Average,Database Administrator,jefforson,44.44
Attention to Detail,7,2,Very Poor,Artificial Intelligence (AI) Engineer,jefforson,28.57
Networking Skills,9,7,Good,Full Stack Developer,john,77.78
Database Management,3,2,Above Average,Database Administrator,andrew,66.67
Problem-Solving Abilities,9,7,Good,Cybersecurity Analyst,andrew,77.78
Networking Skills,7,3,Below Average,Full Stack Developer,jefforson,42.86
Web Development Tools,5,7,can't predict,Data Analyst,john,140.0
Critical Thinking,2,0,Needs Improvement,Cybersecurity Analyst,jefforson,0.0
Understanding of Security Tools,5,7,can't predict,Full Stack Developer,jefforson,140.0
Troubleshooting and Problem-Solving,7,4,Average,Artificial Intelligence (AI) Engineer,jefforson,57.14
Back-end Technologies,1,3,can't predict,Cybersecurity Analyst,robin,300.0
Statistical Knowledge,9,10,can't predict,Data Analyst,andrew,111.11
Machine Learning,3,6,can't predict,Data Analyst,jefforson,200.0
Database Security,3,3,Excellent,Full Stack Developer,john,100.0
Data Handling,5,6,can't predict,Full Stack Developer,john,120.0
Back-end Technologies,8,10,can't predict,Artificial Intelligence (AI) Engineer,john,125.0
Security Tools,7,10,can't predict,Data Analyst,john,142.86
Programming Skills,8,3,Poor,Full Stack Developer,jefforson,37.5
Version Control/Git,1,0,Needs Improvement,Full Stack Developer,john,0.0
Backup and Recovery,7,4,Average,Data Analyst,jefforson,57.14
Web Development Tools,9,9,Excellent,Artificial Intelligence (AI) Engineer,lara,100.0
Programming Skills,5,5,Excellent,Artificial Intelligence (AI) Engineer,lara,100.0
"APIs (RESTful, GraphQL)",5,10,can't predict,Data Analyst,john,200.0
SQL and Query Optimization,1,2,can't predict,Artificial Intelligence (AI) Engineer,jefforson,200.0
Web Development Tools,6,7,can't predict,Data Analyst,robin,116.67
Natural Language Processing ,1,9,can't predict,Data Analyst,robin,900.0
Database Security,4,4,Excellent,Artificial Intelligence (AI) Engineer,lara,100.0
Statistical Knowledge,10,10,Excellent,Data Analyst,lara,100.0
Critical Thinking,2,2,Excellent,Data Analyst,jefforson,100.0
"APIs (RESTful, GraphQL)",7,10,can't predict,Cybersecurity Analyst,john,142.86
Attention to Detail,6,10,can't predict,Data Analyst,lara,166.67
Knowledge of Security Tools,8,0,Needs Improvement,Data Analyst,jefforson,0.0
Scripting and Automation,1,6,can't predict,Cybersecurity Analyst,jefforson,600.0
Machine Learning,2,5,can't predict,Full Stack Developer,lara,250.0
"APIs (RESTful, GraphQL)",6,0,Needs Improvement,Artificial Intelligence (AI) Engineer,robin,0.0
Deep Learning,5,9,can't predict,Database Administrator,lara,180.0
Back-end Technologies,10,3,Poor,Data Analyst,robin,30.0
Knowledge of Security Tools,10,2,Very Poor,Data Analyst,john,20.0
Domain Knowledge,2,10,can't predict,Full Stack Developer,jefforson,500.0
Database Management,10,1,Extremely Poor,Database Administrator,john,10.0
Mathematics and Statistics.,3,5,can't predict,Data Analyst,andrew,166.67
Front-end Technologies,5,5,Excellent,Data Analyst,lara,100.0
SQL and Query Optimization,1,4,can't predict,Full Stack Developer,andrew,400.0
"APIs (RESTful, GraphQL)",2,5,can't predict,Database Administrator,jefforson,250.0
Back-end Technologies,1,2,can't predict,Artificial Intelligence (AI) Engineer,lara,200.0
Database Management Systems,8,6,Good,Data Analyst,andrew,75.0
Data Visualization,6,6,Excellent,Database Administrator,andrew,100.0
Domain Knowledge,3,1,Poor,Full Stack Developer,jefforson,33.33
Version Control/Git,7,3,Below Average,Database Administrator,jefforson,42.86
Understanding of Security Tools,8,7,Very Good,Cybersecurity Analyst,jefforson,87.5
Backup and Recovery,3,1,Poor,Data Analyst,john,33.33
Domain Knowledge,8,2,Very Poor,Data Analyst,john,25.0
Version Control/Git,2,9,can't predict,Cybersecurity Analyst,lara,450.0
Analytical Skills,3,7,can't predict,Full Stack Developer,robin,233.33
Backup and Recovery,1,8,can't predict,Artificial Intelligence (AI) Engineer,jefforson,800.0
Database Knowledge,7,8,can't predict,Artificial Intelligence (AI) Engineer,jefforson,114.29
Analytical Skills,1,2,can't predict,Data Analyst,robin,200.0
Deep Learning,10,3,Poor,Full Stack Developer,jefforson,30.0
Networking Skills,9,7,Good,Data Analyst,jefforson,77.78
Back-end Technologies,8,3,Poor,Data Analyst,jefforson,37.5
Networking Skills,3,5,can't predict,Cybersecurity Analyst,lara,166.67
Networking Skills,1,8,can't predict,Database Administrator,robin,800.0
Database Management,10,4,Below Average,Cybersecurity Analyst,lara,40.0
Database Management,6,9,can't predict,Full Stack Developer,jefforson,150.0
Knowledge of Security Tools,4,1,Very Poor,Database Administrator,robin,25.0
Database Management,10,8,Very Good,Artificial Intelligence (AI) Engineer,andrew,80.0
Back-end Technologies,6,5,Very Good,Database Administrator,andrew,83.33
Back-end Technologies,1,6,can't predict,Data Analyst,jefforson,600.0
